Tamanho Hairpin sem Loop,Entropia_HP_S_Loop,HP_S_Loop_state_change,GC_Inicial_Hairpin
0.619,0.9772,0.1562,0.5
0.619,0.9772,0.1562,0.5833
0.619,0.9772,0.0938,0.6667
0.619,0.9772,0.2188,0.6667
0.619,0.9772,0.6562,0.4167
0.619,0.9772,0.0938,0.75
0.619,0.9772,0.0938,0.5833
0.619,0.9772,0.0938,0.5
0.619,0.948,0.0312,0.9167
0.619,0.948,0.4688,0.25
0.619,0.948,0.4688,0.1667
0.619,0.948,0.4688,0.3333
0.619,0.948,0.5312,0.3333
0.619,0.948,0.4062,0.25
0.619,0.948,0.5938,0.0833
0.619,0.948,0.2188,0.5833
0.619,0.948,0.1562,0.75
0.619,0.948,0.2812,0.4167
0.619,0.948,0.3438,0.5
0.619,0.948,0.4062,0.5
0.619,0.948,0.5312,0.1667
0.619,0.948,0.5938,0.1667
0.619,0.948,0.2188,0.5
0.619,0.948,0.4062,0.3333
0.619,0.948,0.2188,0.4167
0.619,0.948,0.5312,0.4167
0.619,0.948,0.3438,0.4167
0.619,0.948,0.3438,0.25
0.619,0.948,0.3438,0.3333
0.619,0.948,0.4062,0.4167
0.619,0.948,0.2812,0.5833
0.619,0.948,0.5938,0.4167
0.619,0.948,0.2188,0.6667
0.619,0.948,0.5938,0.25
0.619,0.948,0.5312,0.25
0.619,0.948,0.2188,0.3333
0.619,0.948,0.4688,0.5
0.619,0.948,0.2188,0.75
0.619,0.948,0.4688,0.4167
0.619,0.948,0.2812,0.3333
0.619,0.948,0.3438,0.5833
0.619,0.948,0.5938,0.3333
0.619,0.948,0.2812,0.5
0.619,0.948,0.1562,0.5833
0.619,0.948,0.2812,0.75
0.619,0.948,0.4062,0.5833
0.619,0.948,0.5312,0.5
0.619,0.948,0.2812,0.6667
0.619,0.948,0.1562,0.4167
0.619,0.948,0.1562,0.5
0.619,0.948,0.3438,0.6667
0.619,0.948,0.1562,0.6667
0.619,0.948,0.1562,0.8333
0.619,0.948,0.0938,0.75
0.619,0.948,0.5312,0.5833
0.619,0.948,0.4062,0.6667
0.619,0.948,0.0938,0.4167
0.619,0.948,0.4688,0.5833
0.619,0.948,0.0938,0.5833
0.619,0.948,0.5938,0.5
0.619,0.948,0.0938,0.5
0.619,0.948,0.0938,0.6667
0.619,0.948,0.0938,0.8333
0.619,0.9056,0.0312,1
0.619,0.9056,0.2812,0.5
0.619,0.9056,0.3438,0.1667
0.619,0.9056,0.4688,0.3333
0.619,0.9056,0.4688,0.1667
0.619,0.9056,0.4688,0.5
0.619,0.9056,0.2188,0.75
0.619,0.9056,0.2188,0.4167
0.619,0.9056,0.3438,0.25
0.619,0.9056,0.4688,0.4167
0.619,0.9056,0.2812,0.4167
0.619,0.9056,0.3438,0.6667
0.619,0.9056,0.2188,0.25
0.619,0.9056,0.4688,0.25
0.619,0.9056,0.2188,0.3333
0.619,0.9056,0.2188,0.5
0.619,0.9056,0.2188,0.6667
0.619,0.9056,0.4688,0.0833
0.619,0.9056,0.3438,0.3333
0.619,0.9056,0.4062,0.1667
0.619,0.9056,0.2812,0.6667
0.619,0.9056,0.3438,0.4167
0.619,0.9056,0.4062,0.5
0.619,0.9056,0.3438,0.5
0.619,0.9056,0.2812,0.3333
0.619,0.9056,0.2188,0.8333
0.619,0.9056,0.1562,0.8333
0.619,0.9056,0.2188,0.5833
0.619,0.9056,0.2812,0.25
0.619,0.9056,0.3438,0.5833
0.619,0.9056,0.1562,0.5
0.619,0.9056,0.1562,0.75
0.619,0.9056,0.4062,0.25
0.619,0.9056,0.1562,0.3333
0.619,0.9056,0.2812,0.8333
0.619,0.9056,0.4062,0.3333
0.619,0.9056,0.0938,0.5
0.619,0.9056,0.0938,0.75
0.619,0.9056,0.2812,0.5833
0.619,0.9056,0.4062,0.5833
0.619,0.9056,0.4062,0.4167
0.619,0.9056,0.0938,0.6667
0.619,0.9056,0.2812,0.75
0.619,0.9056,0.4062,0.6667
0.619,0.9056,0.1562,0.9167
0.619,0.9056,0.4062,0.75
0.619,0.9056,0.1562,0.4167
0.619,0.9056,0.1562,0.5833
0.619,0.9056,0.0938,0.4167
0.619,0.9056,0.4688,0.5833
0.619,0.9056,0.1562,0.6667
0.619,0.9056,0.3438,0.75
0.619,0.9056,0.0938,0.3333
0.619,0.9056,0.0938,0.8333
0.619,0.9056,0.0938,0.5833
0.619,0.9056,0.0938,0.9167
0.619,0.9056,0.4688,0.6667
0.619,0.8481,0.0312,1
0.619,0.8481,0.3438,0.1667
0.619,0.8481,0.3438,0.5
0.619,0.8481,0.3438,0.0833
0.619,0.8481,0.2188,0.1667
0.619,0.8481,0.3438,0.25
0.619,0.8481,0.2812,0.25
0.619,0.8481,0.3438,0.3333
0.619,0.8481,0.2188,0.75
0.619,0.8481,0.2188,0.5833
0.619,0.8481,0.2188,0.5
0.619,0.8481,0.2188,0.25
0.619,0.8481,0.3438,0.4167
0.619,0.8481,0.3438,0.6667
0.619,0.8481,0.2188,0.4167
0.619,0.8481,0.2812,0.1667
0.619,0.8481,0.1562,0.8333
0.619,0.8481,0.2812,0.3333
0.619,0.8481,0.3438,0.75
0.619,0.8481,0.2188,0.3333
0.619,0.8481,0.0938,0.6667
0.619,0.8481,0.1562,0.25
0.619,0.8481,0.0938,0.3333
0.619,0.8481,0.2812,0.6667
0.619,0.8481,0.2188,0.9167
0.619,0.8481,0.2188,0.8333
0.619,0.8481,0.2812,0.5833
0.619,0.8481,0.0938,0.75
0.619,0.8481,0.0938,0.9167
0.619,0.8481,0.2188,0.6667
0.619,0.8481,0.2812,0.4167
0.619,0.8481,0.0938,0.5833
0.619,0.8481,0.2812,0.5
0.619,0.8481,0.1562,0.75
0.619,0.8481,0.2812,0.8333
0.619,0.8481,0.3438,0.5833
0.619,0.8481,0.0938,1
0.619,0.8481,0.1562,0.3333
0.619,0.8481,0.1562,0.4167
0.619,0.8481,0.1562,0.5833
0.619,0.8481,0.0938,0.8333
0.619,0.8481,0.0938,0.25
0.619,0.8481,0.2812,0.75
0.619,0.8481,0.1562,0.9167
0.619,0.8481,0.1562,1
0.619,0.8481,0.0938,0.4167
0.619,0.8481,0.1562,0.5
0.619,0.8481,0.0938,0.5
0.619,0.8481,0.1562,0.6667
0.619,0.8481,0.2812,0.9167
0.619,0.8481,0.3438,0.8333
0.619,0.7718,0.0312,1
0.619,0.7718,0.1562,0.6667
0.619,0.7718,0.2188,1
0.619,0.7718,0.1562,0.75
0.619,0.7718,0.0938,0.4167
0.619,0.7718,0.2188,0.3333
0.619,0.7718,0.0938,1
0.619,0.7718,0.1562,0.5833
0.619,0.7718,0.2188,0.25
0.619,0.7718,0.2188,0.5
0.619,0.7718,0.2188,0.8333
0.619,0.7718,0.1562,1
0.619,0.7718,0.2188,0.1667
0.619,0.7718,0.1562,0.1667
0.619,0.7718,0.2188,0.0833
0.619,0.7718,0.2188,0.75
0.619,0.7718,0.2188,0.6667
0.619,0.7718,0.1562,0.25
0.619,0.7718,0.1562,0.4167
0.619,0.7718,0.1562,0.9167
0.619,0.7718,0.2188,0.9167
0.619,0.7718,0.0938,0.1667
0.619,0.7718,0.0938,0.25
0.619,0.7718,0.1562,0.8333
0.619,0.7718,0.2188,0.4167
0.619,0.7718,0.0938,0.8333
0.619,0.7718,0.2188,0.5833
0.619,0.7718,0.1562,0.3333
0.619,0.7718,0.0938,0.6667
0.619,0.7718,0.0938,0.5
0.619,0.7718,0.1562,0.5
0.619,0.7718,0.0938,0.75
0.619,0.7718,0.0938,0.9167
0.619,0.7718,0.0938,0.5833
0.619,0.7718,0.0938,0.3333
0.619,0.6686,0.0312,1
0.619,0.6686,0.0938,0.3333
0.619,0.6686,0.0938,0.5
0.619,0.6686,0.0938,0.8333
0.619,0.6686,0.0938,0.0833
0.619,0.6686,0.0938,0.9167
0.619,0.6686,0.0938,0.25
0.619,0.6686,0.0938,1
0.619,0.6686,0.0938,0.5833
0.619,0.6686,0.0938,0.4167
0.619,0.6686,0.0938,0.1667
0.619,0.6686,0.0938,0.75
0.619,0.6686,0.0938,0.6667
0.619,0.5,0,1
0.619,0.9943,0.0938,0.5833
0.619,1,0.0938,0.6667
0.619,1,0.1562,0.6667
0.619,1,0.2812,0.5833
0.619,1,0.5312,0.4167
0.619,1,0.4688,0.4167
0.619,1,0.3438,0.5
0.619,1,0.8438,0.1667
0.619,1,0.7188,0.25
0.619,1,0.6562,0.3333
0.619,1,0.5938,0.3333
0.619,1,0.2188,0.5833
0.619,1,0.4062,0.5
0.619,1,0.7812,0.25
0.619,0.9943,0.0938,0.75
0.619,0.9943,0.1562,0.75
0.619,0.9943,0.4688,0.5
0.619,0.9943,0.4062,0.5833
0.619,0.9943,0.7812,0.3333
0.619,0.9943,0.3438,0.5833
0.619,0.9943,0.5938,0.4167
0.619,0.9943,0.2188,0.6667
0.619,0.9943,0.5312,0.5
0.619,0.9943,0.2812,0.6667
0.619,0.9943,0.7188,0.3333
0.619,0.9943,0.6562,0.4167
0.619,0.9943,0.9062,0.0833
0.619,0.9943,0.9062,0.1667
0.619,0.9943,0.8438,0.25
0.619,0.9943,0.9062,0
0.619,0.9772,0.0938,0.8333
0.619,0.9772,0.1562,0.8333
0.619,0.9772,0.7812,0.0833
0.619,0.9772,0.7812,0
0.619,0.9772,0.8438,0.0833
0.619,0.9772,0.7812,0.1667
0.619,0.9772,0.7812,0.25
0.619,0.9772,0.4062,0.6667
0.619,0.9772,0.4688,0.5833
0.619,0.9772,0.3438,0.6667
0.619,0.9772,0.8438,0.1667
0.619,0.9772,0.7188,0.4167
0.619,0.9772,0.5938,0.5
0.619,0.9772,0.5312,0.5833
0.619,0.9772,0.2812,0.75
0.619,0.9772,0.6562,0.5
0.619,0.9772,0.7812,0.3333
0.619,0.9772,0.8438,0.3333
0.619,0.9772,0.2188,0.75
0.619,0.9772,0.7812,0.4167
0.619,0.9772,0.8438,0.25
0.619,0.948,0.0938,0.9167
0.619,0.948,0.1562,0.9167
0.619,0.948,0.6562,0.3333
0.619,0.948,0.6562,0
0.619,0.948,0.6562,0.25
0.619,0.948,0.6562,0.1667
0.619,0.948,0.6562,0.0833
0.619,0.948,0.6562,0.4167
0.619,0.948,0.7188,0.0833
0.619,0.948,0.7188,0.25
0.619,0.948,0.7188,0.3333
0.619,0.948,0.5938,0.5833
0.619,0.948,0.5312,0.6667
0.619,0.948,0.7188,0.1667
0.619,0.948,0.4062,0.75
0.619,0.948,0.2812,0.8333
0.619,0.948,0.4688,0.6667
0.619,0.948,0.7188,0.5
0.619,0.948,0.7188,0.4167
0.619,0.948,0.2188,0.8333
0.619,0.948,0.3438,0.75
0.619,0.948,0.6562,0.5
0.619,0.948,0.6562,0.5833
0.619,0.9056,0.0938,1
0.619,0.9056,0.1562,1
0.619,0.9056,0.5312,0.0833
0.619,0.9056,0.5312,0.25
0.619,0.9056,0.5938,0.4167
0.619,0.9056,0.5312,0
0.619,0.9056,0.5312,0.3333
0.619,0.9056,0.4062,0.8333
0.619,0.9056,0.5312,0.1667
0.619,0.9056,0.5938,0.25
0.619,0.9056,0.5938,0.3333
0.619,0.9056,0.5938,0.0833
0.619,0.9056,0.5938,0.1667
0.619,0.9056,0.2812,0.9167
0.619,0.9056,0.5312,0.5833
0.619,0.9056,0.5312,0.5
0.619,0.9056,0.5312,0.4167
0.619,0.9056,0.5938,0.5833
0.619,0.9056,0.5312,0.6667
0.619,0.9056,0.2188,0.9167
0.619,0.9056,0.4688,0.75
0.619,0.9056,0.5938,0.5
0.619,0.9056,0.3438,0.8333
0.619,0.9056,0.5312,0.75
0.619,0.9056,0.5938,0.6667
0.619,0.8481,0.4688,0.6667
0.619,0.8481,0.4688,0.1667
0.619,0.8481,0.4688,0.0833
0.619,0.8481,0.4062,0
0.619,0.8481,0.4062,0.4167
0.619,0.8481,0.4062,0.0833
0.619,0.8481,0.4688,0.25
0.619,0.8481,0.4062,0.3333
0.619,0.8481,0.4062,0.5833
0.619,0.8481,0.4062,0.25
0.619,0.8481,0.4062,0.1667
0.619,0.8481,0.4688,0.4167
0.619,0.8481,0.2188,1
0.619,0.8481,0.3438,0.9167
0.619,0.8481,0.4688,0.5833
0.619,0.8481,0.4688,0.3333
0.619,0.8481,0.4062,0.5
0.619,0.8481,0.4688,0.75
0.619,0.8481,0.4062,0.75
0.619,0.8481,0.4062,0.8333
0.619,0.8481,0.4688,0.5
0.619,0.8481,0.4062,0.6667
0.619,0.8481,0.4688,0.8333
0.619,0.8481,0.2812,1
0.619,0.8481,0.4062,0.9167
0.619,0.7718,0.3438,0.5
0.619,0.7718,0.3438,0.1667
0.619,0.7718,0.2812,0
0.619,0.7718,0.3438,0.3333
0.619,0.7718,0.3438,0.0833
0.619,0.7718,0.3438,0.25
0.619,0.7718,0.3438,0.5833
0.619,0.7718,0.2812,0.3333
0.619,0.7718,0.2812,0.9167
0.619,0.7718,0.2812,0.0833
0.619,0.7718,0.3438,0.8333
0.619,0.7718,0.2812,0.25
0.619,0.7718,0.2812,0.4167
0.619,0.7718,0.3438,0.6667
0.619,0.7718,0.3438,0.4167
0.619,0.7718,0.2812,0.75
0.619,0.7718,0.2812,0.5833
0.619,0.7718,0.2812,0.5
0.619,0.7718,0.2812,0.1667
0.619,0.7718,0.3438,0.75
0.619,0.7718,0.3438,0.9167
0.619,0.7718,0.2812,1
0.619,0.7718,0.2812,0.8333
0.619,0.7718,0.2812,0.6667
0.619,0.7718,0.3438,1
0.619,0.6686,0.1562,1
0.619,0.6686,0.2188,0.4167
0.619,0.6686,0.2188,1
0.619,0.6686,0.2188,0.25
0.619,0.6686,0.2188,0.75
0.619,0.6686,0.2188,0.5833
0.619,0.6686,0.1562,0.1667
0.619,0.6686,0.2188,0.0833
0.619,0.6686,0.1562,0.8333
0.619,0.6686,0.1562,0.75
0.619,0.6686,0.1562,0.6667
0.619,0.6686,0.2188,0.1667
0.619,0.6686,0.2188,0.3333
0.619,0.6686,0.2188,0.9167
0.619,0.6686,0.2188,0.5
0.619,0.6686,0.2188,0.6667
0.619,0.6686,0.2188,0.8333
0.619,0.6686,0.1562,0
0.619,0.6686,0.1562,0.25
0.619,0.6686,0.1562,0.3333
0.619,0.6686,0.1562,0.9167
0.619,0.6686,0.1562,0.5
0.619,0.6686,0.1562,0.4167
0.619,0.6686,0.1562,0.0833
0.619,0.6686,0.1562,0.5833
0.619,0.5,0.0312,1
0.619,0.5,0.0938,1
0.619,1,0.2812,0.6667
0.619,1,0.4688,0.5
0.619,1,0.5938,0.4167
0.619,1,0.3438,0.5833
0.619,1,0.4062,0.5833
0.619,1,0.5312,0.5
0.619,1,0.7188,0.3333
0.619,1,0.2188,0.6667
0.619,1,0.6562,0.4167
0.619,0.9943,0.2812,0.75
0.619,0.9943,0.5938,0.5
0.619,0.9943,0.6562,0.5
0.619,0.9943,0.5312,0.5833
0.619,0.9943,0.3438,0.6667
0.619,0.9943,0.4688,0.5833
0.619,0.9943,0.2188,0.75
0.619,0.9943,0.7812,0.4167
0.619,0.9943,0.7188,0.4167
0.619,0.9943,0.4062,0.6667
0.619,0.9943,0.8438,0.3333
0.619,0.9772,0.2812,0.8333
0.619,0.9772,0.9062,0.1667
0.619,0.9772,0.8438,0
0.619,0.9772,0.3438,0.75
0.619,0.9772,0.5938,0.5833
0.619,0.9772,0.9062,0.0833
0.619,0.9772,0.4062,0.75
0.619,0.9772,0.5312,0.6667
0.619,0.9772,0.6562,0.5833
0.619,0.9772,0.4688,0.6667
0.619,0.9772,0.2188,0.8333
0.619,0.9772,0.7188,0.5
0.619,0.9772,0.9062,0.25
0.619,0.9772,0.9062,0
0.619,0.9772,0.8438,0.4167
0.619,0.9772,0.7812,0.5
0.619,0.948,0.2812,0.9167
0.619,0.948,0.7812,0
0.619,0.948,0.7188,0
0.619,0.948,0.7812,0.3333
0.619,0.948,0.7812,0.0833
0.619,0.948,0.7812,0.1667
0.619,0.948,0.7812,0.25
0.619,0.948,0.4688,0.75
0.619,0.948,0.5312,0.75
0.619,0.948,0.7188,0.5833
0.619,0.948,0.6562,0.6667
0.619,0.948,0.7812,0.4167
0.619,0.948,0.5938,0.6667
0.619,0.948,0.3438,0.8333
0.619,0.948,0.8438,0.0833
0.619,0.948,0.4062,0.8333
0.619,0.948,0.8438,0.3333
0.619,0.948,0.8438,0.1667
0.619,0.948,0.8438,0.25
0.619,0.948,0.2188,0.9167
0.619,0.948,0.7812,0.5833
0.619,0.948,0.7812,0.5
0.619,0.9056,0.2812,1
0.619,0.9056,0.6562,0.0833
0.619,0.9056,0.6562,0.3333
0.619,0.9056,0.5938,0
0.619,0.9056,0.7188,0.0833
0.619,0.9056,0.7188,0.1667
0.619,0.9056,0.6562,0.1667
0.619,0.9056,0.6562,0.25
0.619,0.9056,0.6562,0
0.619,0.9056,0.3438,0.9167
0.619,0.9056,0.4062,0.9167
0.619,0.9056,0.7188,0.5
0.619,0.9056,0.7188,0.3333
0.619,0.9056,0.7188,0.25
0.619,0.9056,0.2188,1
0.619,0.9056,0.5312,0.8333
0.619,0.9056,0.6562,0.4167
0.619,0.9056,0.6562,0.5
0.619,0.9056,0.7188,0.5833
0.619,0.9056,0.6562,0.6667
0.619,0.9056,0.4688,0.8333
0.619,0.9056,0.6562,0.5833
0.619,0.9056,0.7188,0.4167
0.619,0.9056,0.5938,0.75
0.619,0.9056,0.6562,0.75
0.619,0.9056,0.7188,0.6667
0.619,0.8481,0.5312,0.1667
0.619,0.8481,0.4688,0
0.619,0.8481,0.5938,0.1667
0.619,0.8481,0.5312,0.3333
0.619,0.8481,0.5312,0.75
0.619,0.8481,0.5312,0.4167
0.619,0.8481,0.5312,0.5
0.619,0.8481,0.5312,0
0.619,0.8481,0.5312,0.0833
0.619,0.8481,0.5938,0.0833
0.619,0.8481,0.5312,0.6667
0.619,0.8481,0.5312,0.5833
0.619,0.8481,0.5312,0.25
0.619,0.8481,0.5938,0.25
0.619,0.8481,0.5938,0.5833
0.619,0.8481,0.5938,0.3333
0.619,0.8481,0.4688,0.9167
0.619,0.8481,0.5938,0.4167
0.619,0.8481,0.5938,0.6667
0.619,0.8481,0.5312,0.8333
0.619,0.8481,0.5938,0.8333
0.619,0.8481,0.4062,1
0.619,0.8481,0.5938,0.5
0.619,0.8481,0.3438,1
0.619,0.8481,0.5938,0.75
0.619,0.8481,0.5312,0.9167
0.619,0.7718,0.4062,0.6667
0.619,0.7718,0.4062,0.1667
0.619,0.7718,0.3438,0
0.619,0.7718,0.4062,1
0.619,0.7718,0.4688,0.5
0.619,0.7718,0.4688,0.25
0.619,0.7718,0.4062,0.25
0.619,0.7718,0.4688,0.5833
0.619,0.7718,0.4688,0.0833
0.619,0.7718,0.4062,0.4167
0.619,0.7718,0.4062,0.0833
0.619,0.7718,0.4062,0.5833
0.619,0.7718,0.4062,0.5
0.619,0.7718,0.4688,0.1667
0.619,0.7718,0.4688,0.4167
0.619,0.7718,0.4688,0.75
0.619,0.7718,0.4062,0.3333
0.619,0.7718,0.4062,0.75
0.619,0.7718,0.4688,0.3333
0.619,0.7718,0.4688,0.6667
0.619,0.7718,0.4688,0.8333
0.619,0.7718,0.4062,0
0.619,0.7718,0.4062,0.8333
0.619,0.7718,0.4062,0.9167
0.619,0.7718,0.4688,1
0.619,0.7718,0.4688,0.9167
0.619,0.6686,0.2812,1
0.619,0.6686,0.2812,0.8333
0.619,0.6686,0.3438,1
0.619,0.6686,0.3438,0.8333
0.619,0.6686,0.2812,0.4167
0.619,0.6686,0.3438,0.4167
0.619,0.6686,0.2812,0.6667
0.619,0.6686,0.3438,0.5833
0.619,0.6686,0.2812,0.9167
0.619,0.6686,0.2812,0.0833
0.619,0.6686,0.2812,0.25
0.619,0.6686,0.2812,0.5833
0.619,0.6686,0.3438,0.3333
0.619,0.6686,0.2812,0
0.619,0.6686,0.2188,0
0.619,0.6686,0.3438,0.5
0.619,0.6686,0.3438,0.1667
0.619,0.6686,0.2812,0.5
0.619,0.6686,0.3438,0.75
0.619,0.6686,0.2812,0.1667
0.619,0.6686,0.3438,0.6667
0.619,0.6686,0.2812,0.3333
0.619,0.6686,0.3438,0.0833
0.619,0.6686,0.3438,0.9167
0.619,0.6686,0.2812,0.75
0.619,0.6686,0.3438,0.25
0.619,0.5,0.2188,1
0.619,0.5,0.1562,1
0.619,1,0.4062,0.6667
0.619,1,0.5938,0.5
0.619,1,0.3438,0.6667
0.619,1,0.4688,0.5833
0.619,1,0.5312,0.5833
0.619,0.9943,0.4062,0.75
0.619,0.9943,0.4688,0.6667
0.619,0.9943,0.5938,0.5833
0.619,0.9943,0.5312,0.6667
0.619,0.9943,0.7188,0.5
0.619,0.9943,0.3438,0.75
0.619,0.9943,0.6562,0.5833
0.619,0.9943,0.9062,0.25
0.619,0.9772,0.4062,0.8333
0.619,0.9772,0.7188,0.5833
0.619,0.9772,0.3438,0.8333
0.619,0.9772,0.5938,0.6667
0.619,0.9772,0.7812,0.5833
0.619,0.9772,0.4688,0.75
0.619,0.9772,0.6562,0.6667
0.619,0.9772,0.9062,0.4167
0.619,0.9772,0.5312,0.75
0.619,0.9772,0.9062,0.3333
0.619,0.948,0.4062,0.9167
0.619,0.948,0.5938,0.75
0.619,0.948,0.8438,0
0.619,0.948,0.4688,0.8333
0.619,0.948,0.9062,0.0833
0.619,0.948,0.9062,0.4167
0.619,0.948,0.9062,0.3333
0.619,0.948,0.8438,0.5833
0.619,0.948,0.9062,0.25
0.619,0.948,0.6562,0.75
0.619,0.948,0.9062,0
0.619,0.948,0.7188,0.6667
0.619,0.948,0.9062,0.1667
0.619,0.948,0.8438,0.4167
0.619,0.948,0.5312,0.8333
0.619,0.948,0.8438,0.5
0.619,0.948,0.3438,0.9167
0.619,0.9056,0.4062,1
0.619,0.9056,0.7812,0.0833
0.619,0.9056,0.7188,0
0.619,0.9056,0.5938,0.8333
0.619,0.9056,0.7812,0.5
0.619,0.9056,0.7812,0.3333
0.619,0.9056,0.7812,0.25
0.619,0.9056,0.7812,0.1667
0.619,0.9056,0.7812,0.4167
0.619,0.9056,0.7812,0
0.619,0.9056,0.5312,0.9167
0.619,0.9056,0.3438,1
0.619,0.9056,0.8438,0.5
0.619,0.9056,0.8438,0.25
0.619,0.9056,0.8438,0.0833
0.619,0.9056,0.4688,0.9167
0.619,0.9056,0.7812,0.5833
0.619,0.9056,0.7812,0.6667
0.619,0.9056,0.6562,0.8333
0.619,0.9056,0.8438,0.1667
0.619,0.9056,0.8438,0.3333
0.619,0.9056,0.8438,0.4167
0.619,0.9056,0.7188,0.75
0.619,0.9056,0.8438,0.5833
0.619,0.9056,0.7812,0.75
0.619,0.8481,0.6562,0.1667
0.619,0.8481,0.6562,0.0833
0.619,0.8481,0.6562,0
0.619,0.8481,0.6562,0.25
0.619,0.8481,0.5938,0
0.619,0.8481,0.6562,0.3333
0.619,0.8481,0.7188,0.0833
0.619,0.8481,0.6562,0.4167
0.619,0.8481,0.6562,0.6667
0.619,0.8481,0.7188,0.5833
0.619,0.8481,0.7188,0.1667
0.619,0.8481,0.4688,1
0.619,0.8481,0.6562,0.5
0.619,0.8481,0.6562,0.75
0.619,0.8481,0.7188,0.25
0.619,0.8481,0.7188,0.5
0.619,0.8481,0.6562,0.9167
0.619,0.8481,0.6562,0.5833
0.619,0.8481,0.5312,1
0.619,0.8481,0.5938,0.9167
0.619,0.8481,0.7188,0.3333
0.619,0.8481,0.7188,0.4167
0.619,0.8481,0.7188,0.6667
0.619,0.8481,0.6562,0.8333
0.619,0.8481,0.7188,0.8333
0.619,0.8481,0.7188,0.75
0.619,0.7718,0.4688,0
0.619,0.7718,0.5312,0.0833
0.619,0.7718,0.5312,0.1667
0.619,0.7718,0.5312,0.4167
0.619,0.7718,0.5312,1
0.619,0.7718,0.5312,0.6667
0.619,0.7718,0.5312,0.3333
0.619,0.7718,0.5312,0.25
0.619,0.7718,0.5312,0
0.619,0.7718,0.5312,0.5
0.619,0.7718,0.5938,0.0833
0.619,0.7718,0.5312,0.8333
0.619,0.7718,0.5938,0.3333
0.619,0.7718,0.5938,0.5
0.619,0.7718,0.5938,0.1667
0.619,0.7718,0.5938,0.4167
0.619,0.7718,0.5312,0.9167
0.619,0.7718,0.5938,0.5833
0.619,0.7718,0.5938,0.75
0.619,0.7718,0.5938,0.8333
0.619,0.7718,0.5312,0.75
0.619,0.7718,0.5312,0.5833
0.619,0.7718,0.5938,1
0.619,0.7718,0.5938,0.6667
0.619,0.7718,0.5938,0.25
0.619,0.7718,0.5938,0.9167
0.619,0.6686,0.4062,1
0.619,0.6686,0.4688,0.0833
0.619,0.6686,0.4062,0.4167
0.619,0.6686,0.4062,0
0.619,0.6686,0.4062,0.75
0.619,0.6686,0.4688,0.1667
0.619,0.6686,0.4062,0.9167
0.619,0.6686,0.4688,0.3333
0.619,0.6686,0.4688,1
0.619,0.6686,0.4688,0.5
0.619,0.6686,0.4062,0.3333
0.619,0.6686,0.4062,0.6667
0.619,0.6686,0.4688,0.9167
0.619,0.6686,0.4688,0.5833
0.619,0.6686,0.4062,0.5
0.619,0.6686,0.4062,0.5833
0.619,0.6686,0.4688,0.8333
0.619,0.6686,0.4062,0.0833
0.619,0.6686,0.4062,0.8333
0.619,0.6686,0.3438,0
0.619,0.6686,0.4062,0.1667
0.619,0.6686,0.4688,0.6667
0.619,0.6686,0.4688,0.75
0.619,0.6686,0.4688,0.25
0.619,0.6686,0.4062,0.25
0.619,0.6686,0.4688,0.4167
0.619,0.5,0.3438,1
0.619,0.5,0.2812,1
0.619,1,0.4688,0.6667
0.619,0.9943,0.5312,0.75
0.619,0.9772,0.5312,0.8333
0.619,0.9772,0.8438,0.5
0.619,0.948,0.5312,0.9167
0.619,0.948,0.7812,0.6667
0.619,0.948,0.5938,0.8333
0.619,0.948,0.7188,0.75
0.619,0.948,0.4688,0.9167
0.619,0.948,0.9062,0.5
0.619,0.948,0.6562,0.8333
0.619,0.948,0.9062,0.5833
0.619,0.948,0.7812,0.75
0.619,0.9056,0.5312,1
0.619,0.9056,0.7188,0.8333
0.619,0.9056,0.8438,0
0.619,0.9056,0.9062,0.25
0.619,0.9056,0.9062,0.4167
0.619,0.9056,0.9062,0.0833
0.619,0.9056,0.9062,0
0.619,0.9056,0.9062,0.5833
0.619,0.9056,0.5938,0.9167
0.619,0.9056,0.4688,1
0.619,0.9056,0.8438,0.6667
0.619,0.9056,0.9062,0.1667
0.619,0.9056,0.7812,0.8333
0.619,0.9056,0.6562,0.9167
0.619,0.8481,0.7188,0
0.619,0.8481,0.7812,0.5833
0.619,0.8481,0.7812,0.4167
0.619,0.8481,0.7812,0.3333
0.619,0.8481,0.7812,0.6667
0.619,0.8481,0.7812,0
0.619,0.8481,0.7812,0.25
0.619,0.8481,0.6562,1
0.619,0.8481,0.7812,0.0833
0.619,0.8481,0.7188,0.9167
0.619,0.8481,0.7812,0.1667
0.619,0.8481,0.7812,0.75
0.619,0.8481,0.7812,0.5
0.619,0.8481,0.8438,0.0833
0.619,0.8481,0.8438,0.4167
0.619,0.8481,0.5938,1
0.619,0.8481,0.8438,0.5833
0.619,0.8481,0.8438,0.25
0.619,0.8481,0.7812,0.9167
0.619,0.8481,0.8438,0.1667
0.619,0.8481,0.8438,0.6667
0.619,0.8481,0.8438,0.5
0.619,0.8481,0.8438,0.3333
0.619,0.8481,0.7812,0.8333
0.619,0.8481,0.8438,0.8333
0.619,0.7718,0.6562,0.75
0.619,0.7718,0.6562,0.6667
0.619,0.7718,0.6562,0.0833
0.619,0.7718,0.5938,0
0.619,0.7718,0.6562,0.25
0.619,0.7718,0.6562,0
0.619,0.7718,0.6562,0.1667
0.619,0.7718,0.6562,0.5833
0.619,0.7718,0.6562,0.5
0.619,0.7718,0.6562,0.4167
0.619,0.7718,0.7188,0.25
